"Date","pricebitcoin","marketbitcoin","priceethereum","marketethereum","pricelitecoin","marketlitecoin","priceneo","marketneo","pricestellar","marketstellar","priceeos","marketeos","pricechainlink","marketchainlink"
2017-04-10,1187.13,19311200000,43.44,3919520000,8.92,440977000,0.207874,9442100,0.002788,24924900,NA,NA,NA,NA
2017-04-09,1187.87,19134400000,43.27,4009010000,8.71,499887000,0.188861,9483950,0.002745,26356300,NA,NA,NA,NA
2017-04-08,1175.95,19068600000,44.31,3783000000,9.92,471828000,0.190221,9472800,0.00292,24869500,NA,NA,NA,NA
2017-04-07,1176.9,19168500000,42.16,3878210000,9.37,516533000,0.188531,9393550,0.002767,19799100,NA,NA,NA,NA
2017-04-06,1182.68,18302600000,43.24,4089930000,10.25,561808000,0.18643,9238350,0.002824,22141500,NA,NA,NA,NA
2017-04-05,1124.78,18435700000,45.3,4037940000,11.09,416432000,0.184719,9254100,0.003131,21195500,NA,NA,NA,NA
2017-04-04,1133.25,18619000000,44.64,3969730000,8.29,409793000,0.185002,9993700,0.003046,22227000,NA,NA,NA,NA
2017-04-03,1143.81,17924600000,44.36,4411030000,8.07,390802000,0.199703,10290400,0.003124,29039100,NA,NA,NA,NA
2017-04-02,1102.17,17559400000,48.75,4582700000,7.74,346209000,0.20548,10179200,0.004183,18385800,NA,NA,NA,NA
2017-04-01,1080.5,17413000000,50.7,4517510000,6.88,335526000,0.205017,10180300,0.002631,16425600,NA,NA,NA,NA
2017-03-31,1071.79,16679000000,50.04,4671190000,6.67,353860000,0.203541,10511800,0.002356,15866800,NA,NA,NA,NA
2017-03-30,1026.43,16929800000,52.21,4793280000,6.98,210627000,0.210556,10623400,0.002302,14363300,NA,NA,NA,NA
2017-03-29,1039.97,16990900000,53.13,4561150000,4.19,208728000,0.212428,11032500,0.001973,14605700,NA,NA,NA,NA
2017-03-28,1047.15,16964500000,50.77,4482160000,4.16,205012000,0.220632,9313850,0.002043,13495400,NA,NA,NA,NA
2017-03-27,1045.77,15785000000,49.67,4624990000,4.08,204793000,0.186426,8058250,0.001892,14457100,NA,NA,NA,NA
2017-03-26,966.73,15814800000,50.52,4574540000,4.06,204723000,0.160384,8363350,0.002018,14275300,NA,NA,NA,NA
2017-03-25,972.78,15204800000,51.25,4825700000,4.07,205034000,0.167305,8347050,0.002016,15006300,NA,NA,NA,NA
2017-03-24,937.52,16857000000,53.11,3929230000,4.08,199924000,0.166465,8320600,0.002108,16279800,NA,NA,NA,NA
2017-03-23,1038.59,17043400000,43.68,3831310000,3.98,197783000,0.166412,8659150,0.002251,14093500,NA,NA,NA,NA
2017-03-22,1049.14,18187100000,42.34,3880120000,3.94,200521000,0.173143,8247550,0.001983,15530800,NA,NA,NA,NA
2017-03-21,1120.54,17125600000,43.15,3913620000,4.01,202923000,0.164934,7698600,0.002187,13835800,NA,NA,NA,NA
2017-03-20,1054.23,16829800000,43.39,4031270000,4.03,198555000,0.153898,7872200,0.001995,13414400,NA,NA,NA,NA
2017-03-19,1036.74,15846000000,44.74,3193600000,3.96,198801000,0.15756,7950950,0.001916,13102600,NA,NA,NA,NA
2017-03-18,973.82,17838700000,34.16,4211830000,3.97,202967000,0.158987,7000300,0.001877,13693700,NA,NA,NA,NA
2017-03-17,1100.23,19141800000,46.83,4125480000,4.06,212582000,0.139902,6566200,0.001957,13641400,NA,NA,NA,NA
2017-03-16,1187.81,20293700000,46.35,3174750000,4.24,208204000,0.131867,6438650,0.00197,13580400,NA,NA,NA,NA
2017-03-15,1249.61,20110400000,35.06,2571160000,4.16,203099000,0.128653,6684950,0.001953,13401600,NA,NA,NA,NA
2017-03-14,1240,19978200000,28.65,2563700000,4.06,209412000,0.133681,6849300,0.001918,13732800,NA,NA,NA,NA
2017-03-13,1231.92,19807700000,28.59,2108300000,4.17,192979000,0.136979,7039950,0.001965,12990500,NA,NA,NA,NA
2017-03-12,1221.38,19073300000,23.44,1924660000,3.84,189874000,0.140575,7110850,0.001847,12548100,NA,NA,NA,NA
2017-03-11,1175.83,18093700000,21.47,1736630000,3.8,188428000,0.142142,6570150,0.001788,12106000,NA,NA,NA,NA
2017-03-10,1116.72,19275300000,19.33,1589640000,3.75,191858000,0.131476,6605350,0.001733,12464400,NA,NA,NA,NA
2017-03-09,1188.49,18640900000,17.75,1490500000,3.84,188704000,0.132026,5813300,0.00179,12880500,NA,NA,NA,NA
2017-03-08,1150,19819800000,16.65,1690760000,3.78,190712000,0.116242,6130100,0.001835,14024100,NA,NA,NA,NA
2017-03-07,1223.54,20627100000,18.89,1752530000,3.82,194991000,0.122573,6172950,0.002011,13883900,NA,NA,NA,NA
2017-03-06,1272.83,20531900000,19.61,1725360000,3.92,193846000,0.12345,6089100,0.001876,12099700,NA,NA,NA,NA
2017-03-05,1267.12,20316000000,19.3,1655030000,3.9,193336000,0.121757,5991050,0.001738,12190200,NA,NA,NA,NA
2017-03-04,1255.15,20688800000,18.62,1745140000,3.88,195730000,0.119901,6130100,0.001753,12401900,NA,NA,NA,NA
2017-03-03,1274.99,20253700000,19.46,1702140000,3.92,196144000,0.122444,5963600,0.001763,12478800,NA,NA,NA,NA
2017-03-02,1251.01,19829800000,19.03,1550750000,3.92,189785000,0.119301,6770400,0.001787,12094900,NA,NA,NA,NA
2017-03-01,1222.5,19104800000,17.35,1415510000,3.8,188623000,0.135197,5872750,0.001724,12872900,NA,NA,NA,NA
2017-02-28,1179.97,19113600000,15.82,1379600000,3.77,190098000,0.117443,5772100,0.001843,12408500,NA,NA,NA,NA
2017-02-27,1179.97,18837300000,15.4,1294770000,3.8,190522000,0.115376,5761700,0.001774,13135300,NA,NA,NA,NA
2017-02-26,1165.2,18518900000,14.52,1206150000,3.83,190585000,0.114986,5727650,0.001875,13139300,NA,NA,NA,NA
2017-02-25,1143.84,18939500000,13.55,1165230000,3.83,192344000,0.114526,6043200,0.001881,13144800,NA,NA,NA,NA
2017-02-24,1173.68,18974400000,13.07,1171110000,3.85,191226000,0.121185,5962150,0.001885,13485100,NA,NA,NA,NA
2017-02-23,1166.72,18075200000,13.12,1122910000,3.84,189631000,0.118724,6097900,0.001927,14114800,NA,NA,NA,NA
2017-02-22,1117.44,18033400000,12.6,1130460000,3.81,188961000,0.121959,6225750,0.002008,14033800,NA,NA,NA,NA
2017-02-21,1115.3,17456900000,12.67,1099330000,3.78,187718000,0.121561,6070000,0.001997,14285900,NA,NA,NA,NA
2017-02-20,1079.98,16960200000,12.43,1136610000,3.77,187912000,0.121475,6150050,0.002052,14122700,NA,NA,NA,NA
2017-02-19,1047.87,17056600000,12.76,1140870000,3.76,189049000,0.122905,6226100,0.002014,14126400,NA,NA,NA,NA
2017-02-18,1054.42,16964800000,12.81,1130750000,3.79,190755000,0.124431,6145050,0.002021,14627300,NA,NA,NA,NA
